Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Jalen Suggs,ORL,53,49.0,2024-02-10,22-252,ORL,,CHI,W (+6),1,25:42,5.0,9.0,0.556,3.0,5.0,0.6,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,13.0,7.3,-8.0
Jalen Suggs,ORL,54,50.0,2024-02-13,22-255,ORL,,OKC,L (-14),1,33:10,5.0,13.0,0.385,4.0,12.0,0.333,3.0,4.0,0.75,3.0,4.0,7.0,4.0,1.0,0.0,2.0,4.0,17.0,13.0,-3.0
Wendell Carter Jr.,ORL,1,1.0,2023-10-25,24-192,ORL,,HOU,W (+30),1,26:55,4.0,10.0,0.4,0.0,2.0,0.0,0.0,0.0,,4.0,4.0,8.0,1.0,2.0,0.0,2.0,3.0,8.0,6.1,8.0
Wendell Carter Jr.,ORL,2,2.0,2023-10-27,24-194,ORL,Away,POR,W (+5),1,26:05,2.0,7.0,0.286,1.0,3.0,0.333,3.0,4.0,0.75,2.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,5.3,6.0
Wendell Carter Jr.,ORL,3,3.0,2023-10-30,24-197,ORL,Away,LAL,L (-3),1,35:13,4.0,8.0,0.5,1.0,3.0,0.333,1.0,2.0,0.5,2.0,6.0,8.0,1.0,0.0,1.0,0.0,4.0,10.0,8.6,2.0
Wendell Carter Jr.,ORL,4,4.0,2023-10-31,24-198,ORL,Away,LAC,L (-16),1,29:42,2.0,8.0,0.25,0.0,2.0,0.0,3.0,6.0,0.5,1.0,7.0,8.0,3.0,1.0,0.0,2.0,2.0,7.0,4.1,-16.0
Wendell Carter Jr.,ORL,5,5.0,2023-11-02,24-200,ORL,Away,UTA,W (+2),1,29:02,5.0,12.0,0.417,3.0,6.0,0.5,1.0,2.0,0.5,2.0,8.0,10.0,2.0,0.0,1.0,2.0,4.0,14.0,9.5,2.0
Wendell Carter Jr.,ORL,26,6.0,2023-12-20,24-248,ORL,,MIA,L (-9),1,23:23,3.0,4.0,0.75,1.0,2.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0,8.0,7.7,3.0
Wendell Carter Jr.,ORL,27,7.0,2023-12-21,24-249,ORL,Away,MIL,L (-4),1,21:25,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,4.0,3.5,-27.0
Wendell Carter Jr.,ORL,28,8.0,2023-12-23,24-251,ORL,Away,IND,W (+7),1,16:29,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,3.0,5.0,8.0,4.0,0.0,0.0,1.0,1.0,4.0,5.6,-16.0
Wendell Carter Jr.,ORL,29,9.0,2023-12-26,24-254,ORL,Away,WAS,W (+8),1,21:19,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,6.0,5.2,12.0
Wendell Carter Jr.,ORL,30,10.0,2023-12-27,24-255,ORL,,PHI,L (-20),1,22:09,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,4.0,4.7,-8.0
Wendell Carter Jr.,ORL,43,17.0,2024-01-21,24-280,ORL,,MIA,W (+18),1,34:07,7.0,11.0,0.636,1.0,3.0,0.333,2.0,2.0,1.0,2.0,7.0,9.0,2.0,1.0,0.0,1.0,1.0,17.0,16.6,21.0
Wendell Carter Jr.,ORL,44,18.0,2024-01-22,24-281,ORL,,CLE,L (-27),1,26:53,4.0,9.0,0.444,1.0,2.0,0.5,1.0,2.0,0.5,2.0,7.0,9.0,1.0,2.0,0.0,1.0,2.0,10.0,9.3,-22.0
Wendell Carter Jr.,ORL,45,19.0,2024-01-26,24-285,ORL,Away,MEM,L (-1),1,35:24,8.0,9.0,0.889,2.0,3.0,0.667,2.0,3.0,0.667,3.0,6.0,9.0,2.0,2.0,2.0,1.0,3.0,20.0,23.0,-5.0
Wendell Carter Jr.,ORL,46,20.0,2024-01-28,24-287,ORL,,PHO,W (+15),1,23:19,4.0,8.0,0.5,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,9.0,6.9,-6.0
Wendell Carter Jr.,ORL,47,21.0,2024-01-29,24-288,ORL,Away,DAL,L (-2),1,28:45,2.0,7.0,0.286,1.0,4.0,0.25,4.0,5.0,0.8,5.0,3.0,8.0,2.0,0.0,0.0,1.0,6.0,9.0,6.9,-1.0
Wendell Carter Jr.,ORL,48,22.0,2024-01-31,24-290,ORL,Away,SAS,W (+10),1,26:21,3.0,7.0,0.429,1.0,3.0,0.333,7.0,8.0,0.875,3.0,2.0,5.0,2.0,0.0,0.0,1.0,4.0,14.0,11.4,4.0
Wendell Carter Jr.,ORL,49,23.0,2024-02-02,24-292,ORL,Away,MIN,W (+2),1,36:58,6.0,12.0,0.5,2.0,6.0,0.333,4.0,6.0,0.667,3.0,9.0,12.0,1.0,0.0,0.0,0.0,3.0,18.0,15.5,-2.0
Wendell Carter Jr.,ORL,50,24.0,2024-02-04,24-294,ORL,Away,DET,W (+12),1,27:34,3.0,4.0,0.75,0.0,1.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,2.0,1.0,0.0,3.0,2.0,7.0,4.8,9.0
Wendell Carter Jr.,ORL,51,25.0,2024-02-06,24-296,ORL,Away,MIA,L (-26),1,27:53,6.0,9.0,0.667,2.0,4.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,3.0,0.0,0.0,0.0,5.0,15.0,13.0,-22.0
Wendell Carter Jr.,ORL,52,26.0,2024-02-08,24-298,ORL,,SAS,W (+16),1,25:32,3.0,7.0,0.429,3.0,4.0,0.75,1.0,2.0,0.5,1.0,5.0,6.0,1.0,1.0,0.0,3.0,0.0,10.0,6.8,19.0
Wendell Carter Jr.,ORL,53,27.0,2024-02-10,24-300,ORL,,CHI,W (+6),1,25:53,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,6.0,3.5,-7.0
Wendell Carter Jr.,ORL,54,28.0,2024-02-13,24-303,ORL,,OKC,L (-14),1,30:47,9.0,14.0,0.643,1.0,4.0,0.25,3.0,3.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,3.0,5.0,22.0,13.3,2.0
Wendell Carter Jr.,ORL,55,29.0,2024-02-14,24-304,ORL,,NYK,W (+18),1,24:28,4.0,5.0,0.8,0.0,1.0,0.0,1.0,2.0,0.5,1.0,5.0,6.0,1.0,0.0,1.0,0.0,2.0,9.0,9.5,5.0
Markelle Fultz,ORL,1,1.0,2023-10-25,25-149,ORL,,HOU,W (+30),1,24:31,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,3.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,10.0,11.5,12.0
Markelle Fultz,ORL,2,2.0,2023-10-27,25-151,ORL,Away,POR,W (+5),1,24:51,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,8.2,11.0
Markelle Fultz,ORL,3,3.0,2023-10-30,25-154,ORL,Away,LAL,L (-3),1,32:59,7.0,16.0,0.438,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,8.0,1.0,2.0,1.0,2.0,14.0,13.4,0.0
Markelle Fultz,ORL,4,4.0,2023-10-31,25-155,ORL,Away,LAC,L (-16),1,32:12,6.0,11.0,0.545,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,12.0,6.7,-16.0
Markelle Fultz,ORL,8,5.0,2023-11-09,25-164,ORL,,ATL,L (-1),1,28:33,5.0,12.0,0.417,0.0,0.0,,3.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,13.0,9.7,-2.0
Markelle Fultz,ORL,43,12.0,2024-01-21,25-237,ORL,,MIA,W (+18),1,29:00,6.0,8.0,0.75,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,2.0,2.0,3.0,12.0,12.5,21.0
Markelle Fultz,ORL,45,13.0,2024-01-26,25-242,ORL,Away,MEM,L (-1),1,21:16,5.0,7.0,0.714,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,10.0,9.1,-2.0
Markelle Fultz,ORL,46,14.0,2024-01-28,25-244,ORL,,PHO,W (+15),1,27:23,7.0,10.0,0.7,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,4.0,5.0,0.0,0.0,3.0,14.0,17.4,1.0
Markelle Fultz,ORL,48,15.0,2024-01-31,25-247,ORL,Away,SAS,W (+10),1,30:30,5.0,11.0,0.455,0.0,0.0,,1.0,2.0,0.5,3.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,11.0,13.0,3.0
Markelle Fultz,ORL,49,16.0,2024-02-02,25-249,ORL,Away,MIN,W (+2),1,22:58,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,10.0,11.4,4.0
Markelle Fultz,ORL,50,17.0,2024-02-04,25-251,ORL,Away,DET,W (+12),1,22:34,4.0,9.0,0.444,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,8.0,4.1,3.0
Markelle Fultz,ORL,51,18.0,2024-02-06,25-253,ORL,Away,MIA,L (-26),1,27:38,5.0,10.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,13.0,10.0,-9.0
Markelle Fultz,ORL,52,19.0,2024-02-08,25-255,ORL,,SAS,W (+16),1,24:38,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,3.0,2.0,5.0,4.0,2.0,0.0,1.0,2.0,2.0,5.3,22.0
Markelle Fultz,ORL,53,20.0,2024-02-10,25-257,ORL,,CHI,W (+6),1,16:42,2.0,7.0,0.286,0.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,1.0,1.0,5.0,4.4,-13.0
Markelle Fultz,ORL,54,21.0,2024-02-13,25-260,ORL,,OKC,L (-14),1,18:28,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,4.0,3.0,7.0,4.0,1.0,0.0,1.0,0.0,4.0,7.8,5.0
Gary Harris,ORL,5,5.0,2023-11-02,29-049,ORL,Away,UTA,W (+2),1,14:28,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4,6.0
Gary Harris,ORL,12,7.0,2023-11-17,29-064,ORL,Away,CHI,W (+6),1,28:41,5.0,10.0,0.5,3.0,7.0,0.429,2.0,2.0,1.0,2.0,4.0,6.0,2.0,1.0,2.0,0.0,3.0,15.0,15.2,5.0
Gary Harris,ORL,22,17.0,2023-12-08,29-085,ORL,,DET,W (+32),1,22:35,4.0,8.0,0.5,2.0,5.0,0.4,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,11.0,8.4,23.0
Gary Harris,ORL,27,22.0,2023-12-21,29-098,ORL,Away,MIL,L (-4),1,34:58,5.0,11.0,0.455,2.0,6.0,0.333,2.0,3.0,0.667,1.0,1.0,2.0,5.0,0.0,0.0,0.0,4.0,14.0,10.8,-11.0
Gary Harris,ORL,28,23.0,2023-12-23,29-100,ORL,Away,IND,W (+7),1,34:30,5.0,9.0,0.556,2.0,4.0,0.5,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,15.0,11.3,0.0
Gary Harris,ORL,34,27.0,2024-01-03,29-111,ORL,Away,SAC,L (-3),1,11:33,2.0,4.0,0.5,1.0,3.0,0.333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,2.8,-8.0
Moritz Wagner,ORL,35,35.0,2024-01-05,26-254,ORL,Away,DEN,W (+2),1,37:49,8.0,14.0,0.571,2.0,4.0,0.5,1.0,2.0,0.5,3.0,8.0,11.0,3.0,2.0,0.0,0.0,4.0,19.0,19.0,1.0
Buddy Hield,PHI,13,13.0,2023-11-21,30-339,IND,Away,ATL,W (+5),1,30:53,9.0,11.0,0.818,6.0,6.0,1.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,24.0,19.4,20.0
Buddy Hield,PHI,14,14.0,2023-11-22,30-340,IND,,TOR,L (-1),1,35:18,12.0,17.0,0.706,7.0,12.0,0.583,0.0,0.0,,0.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,31.0,28.9,10.0
Buddy Hield,PHI,15,15.0,2023-11-24,30-342,IND,,DET,W (+23),1,28:02,6.0,11.0,0.545,3.0,6.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,18.0,13.1,-7.0
Buddy Hield,PHI,16,16.0,2023-11-27,30-345,IND,,POR,L (-4),1,24:05,3.0,10.0,0.3,1.0,6.0,0.167,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,4.9,4.0
Buddy Hield,PHI,17,17.0,2023-11-30,30-348,IND,Away,MIA,L (-10),1,30:53,5.0,16.0,0.313,2.0,11.0,0.182,0.0,0.0,,1.0,4.0,5.0,5.0,1.0,2.0,1.0,6.0,12.0,7.2,-13.0
Buddy Hield,PHI,18,18.0,2023-12-02,30-350,IND,Away,MIA,W (+15),1,24:20,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,7.0,4.8,20.0
Buddy Hield,PHI,19,19.0,2023-12-04,30-352,IND,,BOS,W (+10),1,31:58,7.0,11.0,0.636,4.0,6.0,0.667,3.0,4.0,0.75,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,21.0,18.7,29.0
Buddy Hield,PHI,20,20.0,2023-12-07,30-355,IND,Away,MIL,W (+9),1,30:02,3.0,11.0,0.273,0.0,6.0,0.0,2.0,2.0,1.0,4.0,7.0,11.0,2.0,2.0,1.0,2.0,3.0,8.0,7.3,0.0
Buddy Hield,PHI,21,21.0,2023-12-11,30-359,IND,Away,DET,W (+8),1,30:41,6.0,9.0,0.667,4.0,7.0,0.571,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,16.0,15.0,2.0
Buddy Hield,PHI,22,22.0,2023-12-13,30-361,IND,Away,MIL,L (-14),1,26:40,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,3.6,-10.0
Buddy Hield,PHI,23,23.0,2023-12-15,30-363,IND,Away,WAS,L (-14),1,27:24,4.0,14.0,0.286,3.0,11.0,0.273,0.0,0.0,,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,11.0,7.5,-15.0
Buddy Hield,PHI,24,24.0,2023-12-16,30-364,IND,Away,MIN,L (-18),1,18:12,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,-4.5,-11.0
Buddy Hield,PHI,25,25.0,2023-12-18,31-001,IND,,LAC,L (-24),1,30:03,5.0,9.0,0.556,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,14.0,10.0,-12.0
Buddy Hield,PHI,26,26.0,2023-12-20,31-003,IND,,CHO,W (+31),1,26:14,8.0,13.0,0.615,4.0,8.0,0.5,5.0,5.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,25.0,23.5,10.0
Buddy Hield,PHI,27,27.0,2023-12-21,31-004,IND,Away,MEM,L (-13),1,32:01,5.0,14.0,0.357,5.0,13.0,0.385,0.0,0.0,,2.0,4.0,6.0,4.0,2.0,0.0,2.0,2.0,15.0,11.8,4.0
Buddy Hield,PHI,28,28.0,2023-12-23,31-006,IND,,ORL,L (-7),1,38:28,7.0,15.0,0.467,5.0,11.0,0.455,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,4.0,20.0,13.6,11.0
Buddy Hield,PHI,35,35.0,2024-01-06,31-020,IND,,BOS,L (-17),1,30:36,6.0,16.0,0.375,3.0,10.0,0.3,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,15.0,7.7,-5.0
Buddy Hield,PHI,39,39.0,2024-01-14,31-028,IND,Away,DEN,L (-8),1,28:00,6.0,13.0,0.462,2.0,9.0,0.222,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,16.0,10.8,1.0
Buddy Hield,PHI,40,40.0,2024-01-15,31-029,IND,Away,UTA,L (-27),1,22:43,5.0,8.0,0.625,3.0,5.0,0.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,10.7,-24.0
Buddy Hield,PHI,41,41.0,2024-01-18,31-032,IND,Away,SAC,W (+5),1,36:15,4.0,9.0,0.444,2.0,6.0,0.333,2.0,2.0,1.0,0.0,5.0,5.0,8.0,1.0,1.0,1.0,2.0,12.0,14.3,5.0
Buddy Hield,PHI,42,42.0,2024-01-19,31-033,IND,Away,POR,L (-3),1,36:26,6.0,13.0,0.462,6.0,11.0,0.545,0.0,0.0,,1.0,5.0,6.0,7.0,1.0,1.0,1.0,4.0,18.0,17.5,11.0
Buddy Hield,PHI,43,43.0,2024-01-21,31-035,IND,Away,PHO,L (-7),1,31:24,6.0,10.0,0.6,5.0,8.0,0.625,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,18.0,16.9,-20.0
Buddy Hield,PHI,44,44.0,2024-01-23,31-037,IND,,DEN,L (-5),1,22:10,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,4.6,-15.0
Buddy Hield,PHI,45,45.0,2024-01-25,31-039,IND,,PHI,W (+12),1,25:48,4.0,6.0,0.667,3.0,5.0,0.6,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,11.0,11.3,23.0
Buddy Hield,PHI,46,46.0,2024-01-26,31-040,IND,,PHO,W (+2),1,14:20,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,2.3,-5.0
Buddy Hield,PHI,47,47.0,2024-01-28,31-042,IND,,MEM,W (+6),1,19:18,1.0,8.0,0.125,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,0.1,0.0
Buddy Hield,PHI,48,48.0,2024-01-30,31-044,IND,Away,BOS,L (-5),1,36:24,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,,2.0,4.0,6.0,4.0,3.0,0.0,1.0,2.0,12.0,14.3,7.0
Buddy Hield,PHI,49,49.0,2024-02-01,31-046,IND,Away,NYK,L (-4),1,27:56,1.0,8.0,0.125,1.0,7.0,0.143,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.4,-10.0
Buddy Hield,PHI,54,53.0,2024-02-09,31-054,PHI,,ATL,L (-6),1,39:33,8.0,21.0,0.381,4.0,12.0,0.333,0.0,0.0,,1.0,3.0,4.0,6.0,0.0,0.0,2.0,3.0,20.0,11.1,-1.0
Buddy Hield,PHI,55,54.0,2024-02-10,31-055,PHI,Away,WAS,W (+6),1,36:21,9.0,16.0,0.563,4.0,9.0,0.444,1.0,2.0,0.5,1.0,4.0,5.0,6.0,4.0,0.0,2.0,3.0,23.0,21.9,-2.0
Buddy Hield,PHI,56,55.0,2024-02-12,31-057,PHI,Away,CLE,W (+2),1,35:33,9.0,13.0,0.692,5.0,8.0,0.625,1.0,1.0,1.0,0.0,4.0,4.0,8.0,1.0,0.0,3.0,6.0,24.0,20.9,-2.0
Buddy Hield,PHI,57,56.0,2024-02-14,31-059,PHI,,MIA,L (-5),1,44:18,8.0,15.0,0.533,5.0,11.0,0.455,1.0,1.0,1.0,0.0,3.0,3.0,10.0,2.0,0.0,5.0,4.0,22.0,18.0,-8.0
Tyrese Maxey,PHI,1,1.0,2023-10-26,22-356,PHI,Away,MIL,L (-1),1,40:13,10.0,22.0,0.455,3.0,8.0,0.375,8.0,10.0,0.8,0.0,4.0,4.0,8.0,2.0,0.0,0.0,3.0,31.0,26.4,0.0
Tyrese Maxey,PHI,2,2.0,2023-10-28,22-358,PHI,Away,TOR,W (+7),1,40:34,12.0,20.0,0.6,7.0,9.0,0.778,3.0,3.0,1.0,1.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,34.0,31.2,10.0
Tyrese Maxey,PHI,3,3.0,2023-10-29,22-359,PHI,,POR,W (+28),1,34:43,6.0,14.0,0.429,4.0,8.0,0.5,10.0,10.0,1.0,1.0,9.0,10.0,4.0,0.0,0.0,2.0,1.0,26.0,22.4,19.0
Tyrese Maxey,PHI,4,4.0,2023-11-02,22-363,PHI,,TOR,W (+15),1,40:01,7.0,16.0,0.438,0.0,3.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,18.0,13.3,6.0
Tyrese Maxey,PHI,5,5.0,2023-11-04,23-000,PHI,,PHO,W (+12),1,36:12,9.0,18.0,0.5,2.0,6.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,10.0,0.0,1.0,3.0,0.0,22.0,20.0,25.0
Tyrese Maxey,PHI,6,6.0,2023-11-06,23-002,PHI,,WAS,W (+18),1,31:43,9.0,16.0,0.563,3.0,9.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,1.0,0.0,2.0,22.0,23.3,9.0
Tyrese Maxey,PHI,7,7.0,2023-11-08,23-004,PHI,,BOS,W (+3),1,39:05,11.0,27.0,0.407,3.0,11.0,0.273,0.0,1.0,0.0,1.0,8.0,9.0,5.0,1.0,2.0,1.0,4.0,25.0,16.5,-3.0
Tyrese Maxey,PHI,8,8.0,2023-11-10,23-006,PHI,Away,DET,W (+8),1,39:21,9.0,19.0,0.474,2.0,7.0,0.286,9.0,9.0,1.0,0.0,6.0,6.0,11.0,3.0,1.0,0.0,3.0,29.0,31.3,17.0
Tyrese Maxey,PHI,9,9.0,2023-11-12,23-008,PHI,,IND,W (+11),1,39:13,20.0,32.0,0.625,7.0,11.0,0.636,3.0,3.0,1.0,3.0,4.0,7.0,5.0,0.0,3.0,2.0,2.0,50.0,41.7,17.0
Tyrese Maxey,PHI,10,10.0,2023-11-14,23-010,PHI,,IND,L (-6),1,38:09,9.0,23.0,0.391,2.0,5.0,0.4,7.0,7.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,4.0,2.0,27.0,15.1,-6.0
Tyrese Maxey,PHI,11,11.0,2023-11-15,23-011,PHI,,BOS,L (-10),1,39:07,6.0,15.0,0.4,3.0,7.0,0.429,5.0,5.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,20.0,12.4,9.0
Tyrese Maxey,PHI,12,12.0,2023-11-17,23-013,PHI,Away,ATL,W (+10),1,40:18,5.0,13.0,0.385,3.0,6.0,0.5,6.0,6.0,1.0,0.0,4.0,4.0,8.0,2.0,0.0,2.0,1.0,19.0,18.3,1.0
Tyrese Maxey,PHI,13,13.0,2023-11-19,23-015,PHI,Away,BRK,W (+22),1,36:25,8.0,20.0,0.4,6.0,11.0,0.545,3.0,3.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,25.0,21.2,21.0
Tyrese Maxey,PHI,14,14.0,2023-11-21,23-017,PHI,,CLE,L (-3),1,46:48,11.0,28.0,0.393,3.0,12.0,0.25,5.0,7.0,0.714,0.0,4.0,4.0,6.0,1.0,0.0,1.0,2.0,30.0,18.6,-8.0
Tyrese Maxey,PHI,15,15.0,2023-11-22,23-018,PHI,Away,MIN,L (-13),1,33:40,7.0,19.0,0.368,0.0,5.0,0.0,2.0,4.0,0.5,2.0,3.0,5.0,8.0,0.0,1.0,3.0,0.0,16.0,10.3,-18.0
Tyrese Maxey,PHI,16,16.0,2023-11-25,23-021,PHI,Away,OKC,W (+4),1,40:52,8.0,17.0,0.471,3.0,9.0,0.333,9.0,11.0,0.818,1.0,7.0,8.0,3.0,0.0,1.0,1.0,5.0,28.0,21.1,6.0
Tyrese Maxey,PHI,17,17.0,2023-11-27,23-023,PHI,,LAL,W (+44),1,36:19,9.0,20.0,0.45,5.0,12.0,0.417,8.0,9.0,0.889,0.0,3.0,3.0,8.0,1.0,0.0,0.0,2.0,31.0,26.9,25.0
Tyrese Maxey,PHI,18,18.0,2023-11-29,23-025,PHI,Away,NOP,L (-10),1,38:11,13.0,25.0,0.52,3.0,10.0,0.3,4.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,4.0,2.0,33.0,20.3,-11.0
Tyrese Maxey,PHI,20,19.0,2023-12-06,23-032,PHI,Away,WAS,W (+5),1,38:10,10.0,20.0,0.5,2.0,6.0,0.333,4.0,4.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,2.0,26.0,21.4,12.0
Tyrese Maxey,PHI,21,20.0,2023-12-08,23-034,PHI,,ATL,W (+11),1,38:53,8.0,18.0,0.444,4.0,8.0,0.5,10.0,12.0,0.833,0.0,2.0,2.0,7.0,1.0,1.0,0.0,3.0,30.0,25.8,-1.0
Tyrese Maxey,PHI,22,21.0,2023-12-11,23-037,PHI,,WAS,W (+45),1,24:46,8.0,13.0,0.615,5.0,9.0,0.556,3.0,3.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,24.0,20.2,26.0
Tyrese Maxey,PHI,23,22.0,2023-12-13,23-039,PHI,Away,DET,W (+18),1,32:53,2.0,13.0,0.154,0.0,6.0,0.0,5.0,6.0,0.833,1.0,3.0,4.0,9.0,0.0,0.0,1.0,1.0,9.0,6.8,22.0
Tyrese Maxey,PHI,24,23.0,2023-12-15,23-041,PHI,,DET,W (+32),1,27:15,7.0,16.0,0.438,1.0,6.0,0.167,4.0,5.0,0.8,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,19.0,13.9,37.0
Tyrese Maxey,PHI,25,24.0,2023-12-16,23-042,PHI,Away,CHO,W (+53),1,32:43,8.0,13.0,0.615,5.0,8.0,0.625,0.0,0.0,,0.0,2.0,2.0,7.0,2.0,1.0,0.0,1.0,21.0,22.9,43.0
Tyrese Maxey,PHI,26,25.0,2023-12-18,23-044,PHI,,CHI,L (-4),1,39:13,9.0,23.0,0.391,5.0,11.0,0.455,6.0,6.0,1.0,2.0,3.0,5.0,8.0,1.0,0.0,3.0,3.0,29.0,21.2,11.0
Tyrese Maxey,PHI,27,26.0,2023-12-20,23-046,PHI,,MIN,W (+14),1,37:21,12.0,24.0,0.5,5.0,12.0,0.417,6.0,6.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,4.0,35.0,20.2,1.0
Tyrese Maxey,PHI,28,27.0,2023-12-22,23-048,PHI,,TOR,W (+10),1,40:50,13.0,22.0,0.591,4.0,10.0,0.4,3.0,3.0,1.0,0.0,4.0,4.0,10.0,0.0,0.0,3.0,3.0,33.0,26.8,17.0
